blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""490039606011""","""Ogden-Clearfield, UT""",1.00,728.00,326.00,124.22,37,42,41,14,18,17,23,25,24,7.98,20.95,1.95,2,2,23939,21288,21929,2,2,2,14735,12646,13016,11160,9475,9749,3490,3102,3195,86,69,72,78,62,65,6.0,3.2,3.41,2.62,4809,57,5815,85,7,155,670,746,910,335,71,29
"""490050010024""","""Logan, UT-ID""",1.00,889.00,376.00,293.79,47,55,43,20,25,18,28,31,24,8.80,11.26,1.91,2,2,24072,21608,22265,0,0,0,13892,12390,13020,10380,9234,9769,3508,3148,3244,4,7,7,4,6,6,6.0,3.2,3.16,1.28,10078,57,19446,90,16,83,883,826,978,601,60,40
"""490351135053""","""Salt Lake City, UT""",1.00,1531.00,505.00,170.51,51,59,55,27,34,31,24,25,24,9.59,28.41,1.99,2,2,22715,20342,20876,4,4,4,14796,12608,13024,11387,9550,9885,3311,2964,3042,99,94,96,89,85,87,4.0,6.5,3.31,2.96,24559,94,24654,89,11,180,1045,1401,1422,1314,81,19
"""490351044001""","""Salt Lake City, UT""",1.00,1179.00,398.00,366.66,65,77,72,41,52,48,24,25,24,9.76,10.59,1.99,2,2,23218,20703,21310,2,2,2,14773,12613,13028,11348,9554,9880,3384,3017,3105,41,42,42,37,38,38,4.2,7.9,2.42,1.09,22062,77,28048,89,15,126,1234,2148,2386,971,83,17
"""490039605003""","""Ogden-Clearfield, UT""",1.00,1120.00,396.00,159.60,39,45,43,16,20,19,23,25,24,8.98,22.28,1.95,2,2,23985,21411,22033,2,2,2,14735,12663,13029,11158,9475,9749,3496,3120,3210,81,67,70,73,61,63,5.9,3.4,3.28,2.48,5239,64,6288,86,7,132,690,853,988,563,68,32
"""490399724003""",,1.00,2753.00,593.00,234.34,42,50,40,17,21,16,25,29,24,9.86,24.96,1.74,2,2,21995,19932,22017,0,0,0,12687,11581,13031,9481,8671,9823,3205,2904,3208,2,6,0,1,5,0,7.3,0.0,4.44,2.53,2151,63,2256,85,10,123,818,703,1170,555,24,76
"""490351002001""","""Salt Lake City, UT""",1.00,1296.00,522.00,5874.62,62,74,69,39,48,44,24,25,24,9.74,0.87,1.94,2,2,24321,21991,22540,1,1,1,14662,12655,13031,11088,9423,9719,3545,3204,3284,29,27,28,26,25,26,3.7,7.8,2.56,0.09,9114,56,19973,87,159,8,2025,1997,2595,986,63,37
"""490351040003""","""Salt Lake City, UT""",1.00,638.00,253.00,107.40,62,73,68,38,48,44,24,25,24,9.16,21.59,2.00,2,2,22798,20375,20948,3,3,3,14802,12615,13032,11407,9570,9905,3323,2969,3052,72,77,75,65,69,68,3.6,8.3,3.57,2.36,27418,96,40773,90,10,226,937,1973,1973,,87,13
"""490351135321""","""Salt Lake City, UT""",1.00,1875.00,483.00,157.50,50,58,54,26,33,30,24,25,24,10.55,32.37,2.01,2,2,22601,20303,20816,3,3,3,14843,12601,13033,11471,9565,9922,3295,2958,3033,77,78,78,70,70,70,3.9,6.5,3.19,3.07,26475,97,30250,90,8,244,941,1351,1348,1365,85,15
"""490490017011""","""Provo-Orem, UT""",1.00,2010.00,692.00,1481.25,51,60,55,27,34,31,24,27,24,9.28,4.34,2.02,2,2,24909,22456,22014,0,0,0,15143,13132,13034,11512,9860,9827,3631,3272,3208,0,0,0,0,0,0,6.3,2.6,3.96,0.47,10323,57,13501,89,16,78,679,1384,1905,789,53,47
"""490490008021""","""Provo-Orem, UT""",1.00,2460.00,606.00,184.02,46,53,48,21,26,24,25,27,24,10.93,35.99,2.05,2,2,24712,22004,21475,2,2,1,15360,13198,13035,11720,9963,9880,3602,3206,3129,38,29,26,34,26,23,5.7,3.5,4.35,3.29,15566,60,29695,92,9,236,911,1081,1144,880,76,24
"""490351135102""","""Salt Lake City, UT""",1.00,874.00,336.00,134.63,,,,,,,24,25,24,8.57,21.38,2.01,2,2,22324,19983,20510,5,5,5,14826,12609,13037,11448,9578,9928,3254,2912,2989,124,119,120,112,107,109,3.6,6.7,3.10,2.50,27362,100,45993,91,8,176,821,,,,88,13
"""490532707003""","""St. George, UT""",1.00,1946.00,695.00,243.80,54,64,51,28,35,26,26,29,24,9.02,25.72,1.83,2,2,22296,19350,21724,3,3,3,13209,11691,13039,9937,8853,9853,3249,2820,3165,23,19,21,57,45,51,5.3,4.2,4.55,2.85,8015,46,6509,85,7,234,734,1181,1208,873,92,8
"""490490008022""","""Provo-Orem, UT""",1.00,1137.00,335.00,161.17,49,57,53,25,31,28,24,27,24,9.57,19.89,2.00,2,2,25291,22397,21839,0,0,0,15098,13134,13040,11405,9871,9857,3687,3263,3182,6,0,0,6,0,0,6.0,3.5,3.48,2.08,17964,54,30562,92,11,218,895,1276,1231,1394,73,27
"""490351103001""","""Salt Lake City, UT""",1.00,855.00,287.00,85.27,50,58,54,26,33,30,24,25,24,10.02,33.72,2.00,2,2,23082,20623,21199,1,1,1,14827,12624,13042,11432,9585,9920,3365,3005,3089,31,34,33,28,31,30,4.1,7.6,3.60,3.37,25432,93,32043,89,8,240,791,1359,1359,,86,14
"""490039606013""","""Ogden-Clearfield, UT""",1.00,635.00,289.00,129.05,41,47,45,18,22,21,23,25,24,7.44,16.66,1.95,2,2,23938,21567,22136,2,2,2,14713,12687,13043,11159,9485,9757,3489,3143,3225,65,60,60,59,54,54,5.8,3.2,2.34,2.24,5169,79,6116,86,7,149,693,950,950,,59,41
"""490139405003""",,1.00,1649.00,540.00,518.96,44,51,48,21,26,24,23,25,24,10.72,11.15,1.81,2,2,24217,21576,23591,1,0,0,13858,12037,13044,10319,8891,9603,3530,3144,3438,9,2,4,8,1,3,5.0,7.0,2.88,1.04,2263,66,4720,82,15,96,840,1080,1149,927,69,31
"""490399724004""",,1.00,2115.00,571.00,20071.87,58,70,55,28,35,26,30,35,28,11.56,0.33,2.10,2,2,25851,23275,25364,1,1,1,15236,14059,15300,11445,10644,11580,3767,3391,3696,25,24,24,21,20,20,2.1,0.2,0.92,0.03,461,71,519,79,199,9,3242,1178,1373,717,70,30
"""490111265004""","""Ogden-Clearfield, UT""",1.00,1792.00,539.00,175.41,46,54,52,23,29,27,23,25,24,9.42,28.94,1.98,2,2,23804,21289,21896,3,3,3,14834,12660,13046,11303,9500,9798,3470,3102,3190,61,58,58,55,52,53,4.4,6.6,2.84,3.07,13993,78,16041,87,11,234,938,1227,1339,735,81,19
"""490351128121""","""Salt Lake City, UT""",1.00,1016.00,318.00,136.00,48,56,52,24,30,28,24,26,24,10.11,23.65,1.99,2,2,23073,20766,21258,2,3,3,14782,12695,13047,11360,9605,9886,3363,3026,3098,59,64,63,53,58,57,5.0,5.7,3.73,2.34,20533,100,27577,90,6,151,792,1249,1295,1154,68,32
"""490111264061""","""Ogden-Clearfield, UT""",1.00,1888.00,590.00,260.99,54,63,60,30,38,36,23,25,24,9.91,22.40,2.00,2,2,23441,20961,21558,3,2,2,14858,12663,13053,11392,9562,9864,3417,3054,3141,50,47,47,45,42,42,5.0,5.2,3.46,2.26,13442,72,15840,88,8,240,742,1607,1808,740,81,19
"""490351138011""","""Salt Lake City, UT""",1.00,1816.00,467.00,151.44,48,56,52,24,30,28,24,25,24,10.59,32.66,2.01,2,2,22537,20291,20773,3,3,3,14833,12653,13053,11472,9623,9951,3285,2957,3027,76,73,75,68,66,68,4.5,4.7,4.01,3.08,22340,98,19235,89,8,245,928,1247,1182,1433,74,26
"""490532706001""","""St. George, UT""",1.00,2422.00,876.00,427.59,57,67,53,31,39,29,26,29,24,8.84,18.12,1.81,2,2,22420,19976,22090,2,2,2,13145,11679,13055,9863,8754,9823,3267,2911,3219,15,14,13,37,35,32,4.7,5.8,2.46,2.05,8274,81,9906,86,8,235,810,1311,1418,985,75,25
"""490351126182""","""Salt Lake City, UT""",1.00,1941.00,656.00,222.56,59,69,64,35,44,40,24,25,24,9.52,28.06,2.00,2,2,23069,20496,21099,2,2,2,14846,12643,13056,11435,9607,9932,3363,2987,3074,48,50,49,43,45,44,4.6,6.9,3.06,2.95,23744,89,31838,90,4,239,627,1807,1717,2545,89,11
"""490351131071""","""Salt Lake City, UT""",1.00,9230.00,2552.00,2115.53,50,59,55,26,33,31,24,26,24,10.20,12.30,1.95,2,2,23774,21165,21770,4,3,3,14708,12711,13057,11152,9544,9797,3466,3084,3172,91,83,87,82,75,79,6.0,2.5,3.10,1.21,11739,52,10629,88,23,70,1070,1372,1587,1058,59,41
"""490572107043""","""Ogden-Clearfield, UT""",1.00,1286.00,436.00,128.41,42,48,47,19,24,22,23,25,24,9.23,31.34,1.99,2,2,23278,20819,21411,2,1,1,14836,12678,13059,11377,9582,9878,3393,3034,3120,66,62,62,59,56,56,5.3,4.8,3.62,3.40,15417,79,12574,88,6,199,729,1000,1090,728,75,25
"""490490032053""","""Provo-Orem, UT""",1.00,1438.00,453.00,137.97,44,50,46,19,24,22,25,27,24,9.72,31.93,2.04,2,2,24736,22133,21632,3,2,2,15282,13193,13063,11625,9926,9874,3606,3225,3152,51,42,37,46,38,34,6.5,0.9,3.60,3.28,8453,52,8442,88,9,199,817,973,1009,910,64,36
"""490351139044""","""Salt Lake City, UT""",1.00,2413.00,754.00,159.40,47,54,51,23,29,26,24,25,24,10.24,48.46,1.97,2,2,23732,21075,21712,5,4,5,14815,12661,13064,11226,9479,9783,3459,3071,3164,129,112,117,116,101,106,4.7,5.1,7.18,4.73,11467,73,10838,87,8,241,830,1189,1210,1080,84,16
"""490111263061""","""Ogden-Clearfield, UT""",1.00,2977.00,942.00,321.42,47,54,52,23,29,28,23,25,24,10.01,29.34,1.99,2,2,23597,20928,21574,4,3,3,14854,12679,13066,11342,9568,9859,3440,3049,3144,73,62,64,66,56,57,5.9,2.5,3.82,2.93,10272,49,11288,88,8,233,858,1244,1265,1164,79,21
"""490572111004""","""Ogden-Clearfield, UT""",1.00,1194.00,406.00,133.34,48,56,54,25,31,30,23,25,24,9.74,29.66,1.97,2,2,23613,20858,21526,4,3,3,14858,12680,13069,11245,9499,9785,3442,3039,3137,170,142,147,154,128,133,4.7,6.2,3.54,3.04,13876,66,18301,88,9,254,806,1337,1337,,88,12
"""490351134121""","""Salt Lake City, UT""",1.00,3175.00,737.00,322.01,51,59,56,27,34,31,24,26,24,11.34,25.96,2.01,2,2,23540,21118,21673,3,2,2,14975,12748,13173,11479,9613,9955,3431,3077,3158,65,58,60,58,53,54,3.2,7.1,3.40,2.29,17534,98,25692,89,11,185,857,1400,1421,1270,86,14
"""490479684023""","""Vernal, UT""",1.00,1202.00,675.00,338.15,40,47,47,18,23,22,22,24,24,8.50,16.97,1.94,2,2,25139,22427,22997,0,0,0,14756,12791,13075,11089,9524,9724,3665,3268,3351,3,0,0,2,0,0,5.5,5.1,2.44,2.00,3786,66,7063,85,7,193,686,1009,1071,850,72,28
"""490572002031""","""Ogden-Clearfield, UT""",1.00,1469.00,468.00,119.62,35,40,39,12,15,14,23,25,24,9.40,36.79,1.97,2,2,23289,20621,21267,5,4,4,14855,12691,13076,11260,9514,9799,3395,3005,3099,201,173,178,181,156,161,5.7,3.2,4.49,3.91,12439,56,10393,88,8,300,822,642,,642,79,21
"""490351135331""","""Salt Lake City, UT""",1.00,2346.00,805.00,326.23,54,62,58,30,37,34,24,25,24,9.70,23.94,2.01,2,2,23080,20521,21127,2,2,2,14892,12640,13084,11472,9599,9954,3364,2990,3079,55,51,52,50,46,47,3.9,7.1,3.16,2.47,24735,84,36893,90,9,200,956,1535,1566,1207,91,9
"""490532708022""","""St. George, UT""",1.00,2288.00,738.00,369.02,46,55,44,21,26,20,26,29,24,10.28,20.56,1.77,2,2,23051,20539,22773,0,0,0,13017,11758,13087,9658,8765,9769,3359,2993,3318,0,0,0,0,0,0,6.2,2.8,2.33,2.00,6584,64,8512,87,10,144,866,877,778,1007,57,43
"""490111254011""","""Ogden-Clearfield, UT""",1.00,2637.00,860.00,1749.59,61,72,69,35,43,41,26,29,28,11.35,5.58,2.26,2,2,26529,23854,24502,0,0,0,16773,14547,14929,12901,11065,11353,3867,3476,3570,5,6,5,5,5,5,1.6,1.1,1.27,0.49,10352,96,8253,88,44,45,1413,1843,1922,1263,88,12
"""490050006003""","""Logan, UT-ID""",1.00,356.00,219.00,128.51,43,50,39,15,19,14,28,31,24,,,1.93,2,2,23828,21507,22138,1,1,1,13970,12458,13089,10478,9298,9838,3472,3134,3226,20,26,25,17,22,21,5.3,4.4,3.07,1.70,12956,80,23820,90,13,144,864,643,571,754,61,39
"""490351137021""","""Salt Lake City, UT""",1.00,1416.00,432.00,130.57,45,52,49,21,27,24,24,25,24,9.28,30.71,2.01,2,2,22626,20252,20784,5,5,5,14889,12671,13092,11468,9599,9942,3298,2951,3028,123,121,122,111,109,110,4.1,5.7,4.17,3.31,25826,97,22440,89,7,201,846,1099,1093,1134,84,16
"""490490102173""","""Provo-Orem, UT""",1.00,1265.00,263.00,1243.82,85,101,93,56,70,64,29,31,28,12.88,2.72,2.38,2,2,28680,25860,25267,0,0,0,17782,15518,15335,13601,11750,11653,4181,3768,3682,0,0,0,0,0,0,1.2,1.2,0.93,0.21,6700,92,9090,88,44,36,1576,2880,2880,,95,5
"""490451307023""","""Salt Lake City, UT""",1.00,989.00,284.00,3665.21,,,,,,,27,30,28,12.46,0.97,2.26,2,2,27868,25084,25760,0,0,0,16945,15001,15320,12882,11346,11567,4062,3655,3754,0,0,0,0,0,0,1.2,1.3,0.45,0.08,2715,78,2720,83,262,15,3036,,,,78,22
"""490050002012""","""Logan, UT-ID""",1.00,1293.00,418.00,3940.55,59,69,53,26,33,25,32,36,28,11.89,1.26,2.25,2,2,27591,24992,25642,0,0,0,16238,14687,15321,12218,11045,11584,4020,3642,3736,0,0,0,0,0,0,1.7,0.3,1.17,0.11,2188,84,2688,84,65,18,1834,1106,1194,599,85,15
"""490351106005""","""Salt Lake City, UT""",1.00,847.00,279.00,158.32,68,80,75,44,55,50,24,25,24,8.89,15.66,2.00,2,2,22749,20350,20904,5,4,5,14871,12682,13096,11440,9604,9937,3316,2965,3046,115,113,113,103,102,102,3.7,7.4,2.18,1.76,23454,97,34211,90,9,222,839,2260,2406,1359,86,14
"""490351135333""","""Salt Lake City, UT""",1.00,698.00,290.00,147.34,52,61,57,28,36,33,24,25,24,9.07,17.85,2.01,2,2,22806,20431,20971,3,3,3,14897,12675,13104,11498,9624,9974,3324,2977,3056,74,74,75,67,67,67,4.1,6.6,2.63,1.97,26316,89,31103,90,11,187,1018,1474,1474,,84,16
"""490111253013""","""Ogden-Clearfield, UT""",1.00,931.00,368.00,191.14,40,46,45,17,21,20,23,25,24,8.84,17.02,2.01,2,2,22956,20560,21135,4,4,4,14893,12721,13105,11464,9645,9945,3346,2996,3080,83,80,80,75,72,72,5.1,3.9,4.24,1.93,13741,82,11590,88,5,158,731,910,960,722,79,21
"""490351129202""","""Salt Lake City, UT""",1.00,2926.00,826.00,469.22,54,63,59,30,38,35,24,26,24,10.40,18.31,1.98,2,2,22544,20131,20690,9,9,9,14810,12703,13106,11292,9549,9867,3286,2933,3015,232,221,225,209,199,203,4.8,4.5,2.20,1.76,22032,68,30426,91,18,140,1073,1567,1567,,77,23
"""490572110001""","""Ogden-Clearfield, UT""",1.00,1797.00,599.00,238.17,42,48,46,19,23,22,23,25,24,9.64,24.25,2.00,2,2,23071,20661,21240,4,3,3,14947,12708,13106,11430,9555,9867,3363,3011,3095,154,142,144,139,129,130,3.8,6.1,4.17,2.52,15291,98,23251,89,5,251,632,984,992,925,88,12
"""490351134111""","""Salt Lake City, UT""",1.00,1111.00,275.00,161.10,51,59,55,27,34,31,24,25,24,11.41,19.47,2.01,2,2,22857,20348,20940,5,5,5,14917,12660,13107,11447,9564,9924,3332,2965,3051,138,131,132,124,118,119,3.2,7.7,3.00,1.71,24175,94,37393,90,7,171,735,1389,1389,,97,3
"""490351129171""","""Salt Lake City, UT""",1.00,1639.00,518.00,353.00,48,56,52,24,31,28,24,26,24,9.40,13.80,1.98,2,2,22248,19995,20491,9,9,9,14805,12727,13111,11331,9590,9898,3243,2914,2986,230,224,227,208,202,205,4.6,4.8,2.58,1.47,23053,81,29923,91,20,133,1301,1265,1409,908,71,29
"""490351106001""","""Salt Lake City, UT""",1.00,1106.00,373.00,172.73,57,67,63,34,42,39,24,25,24,9.61,20.76,2.01,2,2,23071,20664,21225,4,3,4,14909,12683,13111,11451,9585,9929,3363,3011,3093,95,87,89,86,78,80,3.3,6.9,3.23,2.16,17404,98,22878,89,8,204,853,1737,1798,1181,90,10
"""490111262041""","""Ogden-Clearfield, UT""",1.00,2262.00,558.00,13882.11,60,71,68,34,42,40,27,29,28,12.25,0.49,2.29,2,2,27058,24506,25122,0,0,0,17007,14799,15174,13059,11226,11511,3944,3571,3661,4,3,3,3,2,2,1.1,2.4,1.91,0.04,3250,86,3924,84,109,7,1776,1795,1958,778,86,14
"""490111271002""","""Ogden-Clearfield, UT""",1.00,1591.00,589.00,237.64,46,54,52,23,29,27,23,25,24,9.18,22.76,2.00,2,2,23349,20963,21536,3,2,2,14884,12734,13113,11431,9633,9929,3404,3054,3138,49,46,46,44,42,42,5.4,3.1,3.16,2.48,11778,76,12342,88,7,194,736,1220,1403,762,71,29
"""490490102193""","""Provo-Orem, UT""",1.00,1346.00,348.00,460.09,60,70,64,32,40,37,28,30,28,12.30,9.30,2.29,2,2,28221,25406,24862,0,0,0,17205,15058,14930,13091,11356,11307,4114,3702,3623,0,0,0,0,0,0,2.2,0.6,1.15,0.76,9616,100,10969,89,16,103,1044,1650,1627,1845,90,10
"""490572105111""","""Ogden-Clearfield, UT""",1.00,2367.00,760.00,327.63,44,51,49,21,26,25,23,25,24,10.38,24.07,2.00,2,2,23628,21217,21796,1,1,1,14916,12733,13119,11430,9606,9907,3444,3092,3176,42,35,36,38,32,32,4.6,5.2,3.67,2.32,12647,86,24046,90,8,171,986,1110,1198,836,76,24
"""490490029012""","""Provo-Orem, UT""",1.00,1270.00,396.00,372.61,49,58,53,25,31,29,24,27,24,9.87,10.49,1.98,2,2,25975,22988,22365,0,0,0,15105,13204,13122,11313,9854,9863,3786,3350,3259,6,0,0,5,0,0,6.8,0.4,3.15,1.06,7149,25,10640,90,18,103,1192,1280,1306,1233,64,36
"""490490015031""","""Provo-Orem, UT""",1.00,2369.00,735.00,295.47,50,58,53,25,31,29,25,27,24,9.18,22.82,2.06,2,2,24616,22116,21673,1,1,0,15334,13245,13125,11734,10013,9959,3588,3223,3158,12,10,8,11,9,7,6.0,2.1,2.66,2.49,13842,68,21927,91,11,191,1064,1288,1497,954,61,39
"""490351126112""","""Salt Lake City, UT""",1.00,1956.00,626.00,171.38,50,58,55,26,33,30,24,26,24,9.80,35.81,2.02,2,2,22828,20287,20883,3,2,3,14905,12713,13126,11512,9695,10020,3328,2956,3043,65,62,63,59,56,57,4.3,6.2,3.93,3.65,26300,91,36788,91,7,291,719,1360,1360,,87,13
"""490351110013""","""Salt Lake City, UT""",1.00,1117.00,434.00,349.68,65,77,72,41,51,47,24,26,24,8.92,11.07,2.00,2,2,23083,20624,21213,4,4,4,14887,12700,13127,11431,9604,9945,3365,3005,3091,92,91,91,83,82,82,3.7,7.7,1.97,1.24,23100,81,35524,90,17,108,1050,2125,2125,,86,14
"""490351044002""","""Salt Lake City, UT""",1.00,737.00,243.00,108.77,68,81,76,44,55,51,24,25,24,9.18,20.51,2.03,2,2,22826,20380,20962,1,1,1,14957,12680,13127,11601,9681,10044,3327,2970,3054,29,30,29,26,27,26,3.2,7.9,2.40,2.23,25007,98,31911,89,6,182,698,2297,2297,,95,5
"""490351113021""","""Salt Lake City, UT""",1.00,1375.00,554.00,189.57,57,67,62,33,41,38,24,26,24,9.61,28.07,2.00,2,2,24078,21591,22174,0,0,0,14919,12720,13131,11409,9574,9900,3510,3146,3231,0,0,0,0,0,0,5.0,5.5,2.69,2.92,13067,73,17322,88,9,189,865,1706,1848,1200,78,22
"""490351138012""","""Salt Lake City, UT""",1.00,1728.00,418.00,89.85,50,58,55,26,33,30,24,26,24,10.16,47.28,2.02,2,2,22920,20398,20979,4,3,3,14939,12710,13133,11508,9654,9990,3341,2972,3057,90,84,86,81,76,78,4.6,4.6,4.12,4.65,22526,87,19198,89,5,349,681,1360,1377,1250,87,13
"""490351135234""","""Salt Lake City, UT""",1.00,1100.00,350.00,92.21,49,57,53,25,31,29,24,26,24,10.04,38.12,2.02,2,2,22835,20409,20967,4,4,4,14978,12688,13138,11537,9603,9972,3329,2974,3055,112,111,111,101,100,100,3.4,6.7,4.50,3.80,26600,100,27457,90,6,285,713,1304,1304,,95,5
"""490532711003""","""St. George, UT""",1.00,4076.00,1472.00,485.24,53,64,50,28,35,26,26,29,24,8.92,27.07,1.80,2,2,22779,20302,22507,1,1,1,13136,11772,13140,9810,8808,9856,3319,2958,3280,7,5,4,16,13,11,5.3,4.2,3.83,3.03,8118,81,14971,89,8,195,825,1169,1194,1119,67,33
"""490490022062""","""Provo-Orem, UT""",1.00,1058.00,291.00,120.90,48,56,51,23,29,27,25,27,24,10.13,24.39,2.06,2,2,24827,22100,21558,1,1,1,15412,13294,13146,11770,10057,9990,3619,3220,3141,23,17,15,21,15,13,6.2,1.8,3.56,2.41,15534,51,19105,91,10,254,914,1203,1354,825,71,29
"""490039606023""","""Ogden-Clearfield, UT""",1.00,658.00,227.00,72.45,43,50,48,20,25,23,23,25,24,9.68,30.33,1.96,2,2,24419,21856,22475,2,2,2,14860,12785,13151,11217,9533,9806,3560,3185,3275,83,67,70,75,61,63,5.5,3.5,3.57,3.13,4344,68,5056,85,9,212,852,1048,1168,783,69,31
"""490351105002""","""Salt Lake City, UT""",1.00,1697.00,617.00,314.98,54,63,59,30,38,35,24,26,24,9.43,18.47,2.02,2,2,22929,20536,21091,4,3,4,14946,12725,13152,11508,9645,9988,3342,2992,3073,96,88,90,86,79,81,3.2,6.8,2.95,1.96,19441,100,24694,89,8,175,858,1559,1559,,89,11
"""490351129051""","""Salt Lake City, UT""",1.00,1742.00,605.00,152.49,51,59,56,27,34,31,24,26,24,9.78,38.80,2.02,2,2,23170,20737,21296,2,2,2,14977,12713,13153,11544,9635,9993,3377,3022,3103,55,57,57,50,51,51,3.9,6.4,3.63,3.97,25494,91,29864,90,8,269,836,1397,1397,,88,12
"""490439643073""","""Summit Park, UT""",1.00,763.00,234.00,1404.59,60,73,99,41,52,70,19,21,28,12.29,2.05,2.32,2,2,26869,23910,25537,1,0,0,17177,15498,15337,13260,12013,11616,3917,3485,3721,0,0,0,45,0,11,0.4,3.5,0.83,0.17,3721,98,5720,85,67,20,2238,3159,3159,,100,0
"""490490103031""","""Provo-Orem, UT""",1.00,2908.00,616.00,816.91,62,73,67,34,42,39,28,30,28,13.12,9.89,2.28,2,2,28342,25627,25111,0,0,0,17121,15037,14932,12990,11303,11274,4131,3734,3659,0,0,0,0,0,0,2.6,0.2,1.19,0.75,6959,97,5877,88,24,75,1107,1751,1843,1372,81,19
"""490490021013""","""Provo-Orem, UT""",1.00,1320.00,408.00,147.53,50,58,53,25,31,28,25,27,24,8.98,24.85,2.10,2,2,24191,21635,21156,2,2,2,15540,13335,13160,11973,10148,10046,3526,3152,3083,41,35,32,37,32,29,5.3,3.2,2.82,2.77,18588,72,28189,92,9,187,841,1275,1275,,76,24
"""490532704002""","""St. George, UT""",1.00,4546.00,1690.00,33582.87,65,79,62,35,44,33,30,35,28,10.18,0.51,2.13,2,2,26001,23492,25600,1,1,1,15367,14079,15338,11571,10648,11600,3789,3423,3730,8,8,8,18,20,19,1.2,0.9,1.22,0.05,1085,90,1072,80,182,8,1884,1487,1574,1236,74,26
"""490351137011""","""Salt Lake City, UT""",1.00,1545.00,443.00,111.82,48,55,52,24,30,27,24,26,24,10.17,40.30,2.02,2,2,23065,20683,21215,3,3,3,14971,12746,13163,11533,9654,9994,3362,3014,3091,76,78,78,69,71,71,4.3,5.4,4.06,3.96,24693,95,21547,89,7,246,816,1226,1208,1310,82,18
"""490351135382""","""Salt Lake City, UT""",1.00,1415.00,324.00,109.07,48,55,52,24,30,27,24,26,24,11.27,33.48,2.02,2,2,23035,20679,21204,2,2,2,14970,12750,13165,11559,9685,10023,3358,3013,3090,53,51,52,48,46,47,3.9,5.8,3.72,2.97,21891,100,21659,89,8,241,879,1234,1246,1182,81,19
"""490351101043""","""Salt Lake City, UT""",1.00,1100.00,432.00,177.16,67,80,74,43,54,50,24,26,24,9.06,22.10,2.01,2,2,23338,20901,21476,4,4,4,14981,12738,13172,11470,9595,9942,3402,3046,3129,109,98,101,98,89,91,3.0,6.7,3.14,2.44,14904,98,19674,88,7,249,787,2240,2240,,93,7
"""490039607011""","""Ogden-Clearfield, UT""",1.00,824.00,281.00,204.03,40,46,44,16,21,20,23,25,24,9.40,12.95,1.98,2,2,24268,21709,22326,2,1,1,14871,12810,13172,11276,9599,9870,3538,3163,3253,57,48,49,51,43,44,5.7,3.2,2.82,1.38,5970,66,6897,86,9,110,749,877,1030,577,66,34
"""490211104004""","""Cedar City, UT""",1.00,1577.00,546.00,334.24,57,66,46,27,33,22,30,33,24,10.02,16.36,1.81,2,2,24027,21416,22996,0,0,0,13345,11538,13174,9843,8417,9824,3501,3122,3351,1,0,0,1,0,0,5.5,4.5,4.12,1.63,5155,63,6341,85,10,157,913,975,1154,527,71,29
"""490351134112""","""Salt Lake City, UT""",1.00,1681.00,457.00,160.30,49,56,53,25,31,28,24,26,24,10.37,29.57,2.02,2,2,23078,20613,21181,4,4,4,14973,12743,13174,11506,9640,9987,3364,3004,3086,103,100,101,93,90,91,3.1,7.5,3.12,2.85,25924,100,34507,90,11,211,1148,1275,1266,1347,89,11
"""490479402014""","""Vernal, UT""",1.00,1724.00,480.00,111467.53,48,56,56,21,27,27,26,29,30,11.78,0.05,2.38,2,2,27709,24924,25477,3,2,2,17659,15729,15961,13570,12058,12208,4039,3632,3712,50,40,41,42,34,35,0.6,1.1,0.14,0.00,268,71,337,76,435,3,4615,1190,1240,908,85,15
"""490572111005""","""Ogden-Clearfield, UT""",1.00,787.00,286.00,141.24,,,,,,,23,25,24,9.43,19.09,2.01,2,2,23507,20922,21546,2,1,1,14985,12793,13181,11487,9688,9983,3427,3049,3140,71,57,59,64,51,53,4.3,6.0,3.81,2.02,14157,86,19138,88,6,235,728,,,,86,14
"""490572109002""","""Ogden-Clearfield, UT""",1.00,1193.00,426.00,158.17,49,57,54,25,32,30,24,25,24,9.52,25.64,2.01,2,2,23755,21080,21728,2,1,1,15028,12788,13187,11497,9671,9971,3463,3072,3166,69,45,50,62,41,45,3.0,7.8,3.35,2.69,15374,96,23312,88,7,237,770,1346,1346,,96,4
